Header_Length,Protocol Type,Time_To_Live,Rate,syn_flag_number,rst_flag_number,ack_flag_number,ack_count,syn_count,rst_count,Telnet,TCP,UDP,DHCP,ARP,IPv,LLC,Tot sum,Min,Max,AVG,Tot size,IAT,Label
8.0,17,64.0,2.492432326,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.401366997,0
8.0,17,64.0,1.992201718,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.501962805,0
8.0,17,64.0,1.991255632,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502415085,0
8.0,17,64.0,1.993463018,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.601888704,0
8.0,17,64.0,2.487837675,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502551699,0
8.0,17,64.0,1.993040355,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.501746702,0
8.0,17,64.0,2.487458195,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502406597,0
8.0,17,64.0,1.660016856,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.602568722,0
8.0,17,64.0,3.316215029,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.401924086,0
8.0,17,64.0,2.654466751,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2736,342,342,342.0,342.0,0.37677598,0
7.2,17,57.6,2.992281059,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.434491992,0
8.0,17,64.0,3.319928727,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.401643991,0
7.2,17,57.6,1.660153589,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.640512013,0
8.0,17,64.0,3.29300829,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.303673697,0
8.0,17,64.0,2.482389275,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.402968001,0
8.0,17,64.0,1.992615316,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.598341298,0
8.0,17,64.0,1.991230296,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502305102,0
7.2,17,57.6,3.311176218,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.402431893,0
8.0,17,64.0,3.315895181,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.301608706,0
8.0,17,64.0,2.576599757,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.488397598,0
8.0,17,64.0,2.486716684,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.402141786,0
7.2,17,57.6,1.937831623,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.516170406,0
5.6,17,57.6,2.337093567,0.0,0.0,0.0,0,0,0,0.0,0.0,0.7,0.7,0.1,0.9,0.9,2632,42,342,263.2,263.2,0.480438685,0
8.0,17,64.0,2.085418704,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.579882002,0
7.2,17,57.6,1.741020726,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.674734497,0
8.0,17,64.0,3.303753726,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.302686,0
6.4,17,51.2,2.42198891,0.0,0.0,0.0,0,0,0,0.0,0.0,0.8,0.8,0.2,0.8,0.8,2820,42,342,282.0,282.0,0.412903118,0
8.0,17,64.0,2.487026478,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.402194381,0
7.2,17,57.6,3.307448158,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.402619195,0
7.2,17,57.6,2.490361089,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.401548195,0
8.0,17,64.0,1.993765111,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.501664805,0
7.2,17,57.6,3.117019626,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.320940495,0
8.0,17,64.0,2.822259839,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.5548136,0
7.2,17,57.6,1.990841275,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.602767706,0
8.0,17,64.0,2.487835756,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.401961303,0
8.0,17,64.0,1.990710123,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.50234251,0
7.2,17,57.6,2.384638402,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.41938169,0
8.0,17,64.0,1.993182138,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.600278401,0
8.0,17,64.0,2.488137859,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.481746888,0
8.0,17,64.0,2.487525023,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.402069902,0
7.2,17,57.6,2.365236543,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.523277092,0
8.0,17,64.0,3.31320435,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.402173495,0
7.2,17,57.6,2.978732229,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.436077404,0
8.0,17,64.0,2.487378979,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.40203011,0
8.0,17,64.0,1.71187117,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.584354997,0
8.0,17,64.0,2.488706252,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502133298,0
8.0,17,64.0,1.992887797,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.501784396,0
8.0,17,64.0,3.317020165,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.4018188,0
7.2,17,57.6,1.984761787,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.503891993,0
8.0,17,64.0,2.48812546,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.50244379,0
7.2,17,57.6,3.316550411,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.301684999,0
7.2,17,57.6,2.596467179,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.38555479,0
8.0,17,64.0,2.859876872,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.450068402,0
7.2,17,57.6,2.492002582,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.40147469,0
8.0,17,64.0,2.48667334,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.402275491,0
8.0,17,64.0,2.490352365,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.401656199,0
8.0,17,64.0,1.660090772,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.602382612,0
7.2,17,57.6,1.992940162,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.501880407,0
8.0,17,64.0,1.423201291,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.802963114,0
8.0,17,64.0,2.48813284,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.401916695,0
6.4,17,51.2,3.195062562,0.0,0.0,0.0,0,0,0,0.0,0.0,0.8,0.8,0.2,0.8,0.8,2820,42,342,282.0,282.0,0.364616704,0
7.2,17,57.6,2.488931023,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.50214479,0
7.2,17,57.6,1.991632332,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.502308798,0
8.0,17,64.0,2.925245789,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.542355013,0
8.0,17,64.0,2.489861259,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.602154207,0
7.2,17,57.6,2.684070263,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.472877884,0
7.2,17,55.6,3.710620532,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.5,0.1,0.9,0.9,2112,42,342,211.2,211.2,0.269589114,0
8.0,17,64.0,3.335024314,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.500308704,0
8.0,17,64.0,2.487043732,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502502394,0
8.0,17,64.0,2.230805349,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.448368502,0
7.2,17,57.6,2.46785069,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.405230498,0
8.0,17,64.0,2.486477867,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.402199507,0
8.0,17,64.0,3.314645483,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.301777887,0
8.0,17,62.33333333,3.528251304,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.666666667,0.0,1.0,1.0,1548,90,342,258.0,258.0,0.335296512,0
8.0,17,64.0,1.991727096,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.602557397,0
7.2,17,57.6,1.656360774,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.628793406,0
8.0,17,64.0,2.473161305,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.404413009,0
7.2,17,57.6,2.812121713,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.355609083,0
8.0,17,64.0,1.66068628,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.602161002,0
7.2,17,57.6,1.920853123,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.569988108,0
8.0,17,64.0,1.988915422,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502789307,0
6.4,17,51.2,3.009692171,0.0,0.0,0.0,0,0,0,0.0,0.0,0.8,0.8,0.2,0.8,0.8,2820,42,342,282.0,282.0,0.332360697,0
8.0,17,64.0,1.659706942,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.602517104,0
8.0,17,64.0,2.488296983,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502248383,0
7.2,17,57.6,2.496617103,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.400567913,0
8.0,17,64.0,3.313184722,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.402093506,0
8.0,17,64.0,1.661039909,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.602218199,0
7.2,17,57.6,2.155557476,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.564204907,0
8.0,17,64.0,2.48451467,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.402559304,0
8.0,17,64.0,1.660188614,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.602479911,0
8.0,17,64.0,1.993795344,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.501759696,0
8.0,17,64.0,1.659448615,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.602753305,0
8.0,17,64.0,2.487401991,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.402030683,0
8.0,17,64.0,1.992753535,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502066016,0
6.4,17,51.2,1.33686196,0.0,0.0,0.0,0,0,0,0.0,0.0,0.8,0.8,0.2,0.8,0.8,2820,42,342,282.0,282.0,0.848306584,0
8.0,17,64.0,2.478084515,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.489340591,0
7.2,17,57.6,2.436035189,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.446628618,0
8.0,17,64.0,2.48968893,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.602119589,0
8.0,17,64.0,2.244399895,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.445766902,0
8.0,17,64.0,2.487268941,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502350688,0
8.0,17,64.0,2.219920955,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.550992393,0
8.0,17,64.0,2.487764042,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.401967883,0
8.0,17,64.0,3.316871697,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.301599312,0
8.0,17,64.0,2.490605534,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.401735902,0
8.0,17,64.0,1.990334528,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.602789116,0
4.8,17,78.1,3.452650219,0.0,0.0,0.0,0,0,0,0.0,0.0,0.6,0.4,0.0,1.0,1.0,1936,74,342,193.6,193.6,0.295263982,0
8.0,17,64.0,1.991963953,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.59835,0
8.0,17,64.0,2.487609265,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.401999998,0
8.0,17,64.0,1.992193864,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502135897,0
8.0,17,64.0,2.490594294,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.602009201,0
8.0,17,64.0,1.108689095,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,1.102400517,0
8.0,17,64.0,1.991150514,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502292204,0
7.2,17,57.6,1.993465481,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.501770282,0
8.0,17,64.0,1.659703658,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.602537704,0
8.0,17,64.0,2.487618412,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502469707,0
7.2,17,57.6,2.050735248,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.588132095,0
8.0,17,64.0,2.487525613,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.402007914,0
8.0,17,64.0,2.321622921,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2394,342,342,342.0,342.0,0.430736712,0
8.0,17,64.0,2.488412131,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.401965094,0
8.0,17,64.0,3.317177566,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.40165,0
7.2,17,57.6,2.535940757,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.402092481,0
8.0,17,64.0,2.486842008,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.402116609,0
4.8,17,64.0,4.975824395,0.0,0.0,0.0,0,0,0,0.0,0.0,0.6,0.6,0.0,1.0,1.0,2444,98,342,244.4,244.4,0.201035619,0
7.2,17,57.6,2.713291883,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.46398499,0
8.0,17,64.0,2.48805181,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502373195,0
8.0,17,64.0,2.486539778,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.402254701,0
7.2,17,57.6,2.491447482,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.438384795,0
8.0,17,64.0,3.316439484,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502071404,0
8.0,17,64.0,3.982869395,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1368,342,342,342.0,342.0,0.256406724,0
8.0,17,64.0,2.191003298,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.4564219,0
7.2,17,57.6,2.517991619,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.39714191,0
7.2,17,57.6,3.115578315,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.321064496,0
8.0,17,64.0,1.989141233,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.603132915,0
8.0,17,64.0,1.993126067,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.602331209,0
7.2,17,56.2,2.196479436,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.8,0.1,0.9,0.9,2868,42,342,286.8,286.8,0.455350304,0
6.4,17,51.2,3.267704549,0.0,0.0,0.0,0,0,0,0.0,0.0,0.8,0.8,0.2,0.8,0.8,2820,42,342,282.0,282.0,0.306038213,0
7.2,17,57.6,3.305755578,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.376585102,0
7.2,17,57.6,2.518334052,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.497403598,0
8.0,17,64.0,2.487539924,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.40200541,0
8.0,17,64.0,2.48920488,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502052617,0
7.2,17,57.6,3.31543885,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.425138307,0
8.0,17,64.0,2.488608499,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502190804,0
8.0,17,64.0,1.991702979,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.602394199,0
8.0,17,64.0,1.991322187,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502178907,0
8.0,17,64.0,2.487848004,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.401954603,0
8.0,17,64.0,2.487129121,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.402070808,0
8.0,17,64.0,2.486884178,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.402169299,0
8.0,17,64.0,2.637163593,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.379494596,0
8.0,17,64.0,2.488362528,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502170801,0
7.2,17,57.6,2.490326342,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.401650786,0
8.0,17,64.0,3.31788527,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.501887202,0
8.0,17,64.0,1.990825872,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.502311397,0
8.0,17,64.0,3.317624405,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.401756787,0
8.0,17,64.0,1.993692801,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.501601505,0
8.0,17,64.0,2.488456127,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.401982594,0
7.2,17,57.6,1.971409768,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.518970394,0
7.2,17,57.6,2.487256551,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9,0.9,0.1,0.9,0.9,3120,42,342,312.0,312.0,0.402064705,0
8.0,17,64.0,2.489171494,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.401830387,0
8.0,17,64.0,3.315202477,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.401936913,0
6.4,17,51.2,3.587294951,0.0,0.0,0.0,0,0,0,0.0,0.0,0.8,0.8,0.2,0.8,0.8,1410,42,342,282.0,282.0,0.479415798,0
8.0,17,64.0,3.961906021,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2736,342,342,342.0,342.0,0.377822995,0
8.0,17,64.0,1.991625239,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.602337098,0
8.0,17,64.0,2.487631543,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3420,342,342,342.0,342.0,0.402092791,0
